Departamento,Mes,Monto
PIURA,11,682424833.2199999
PIURA,12,1138571066.99
PROVINCIA CONSTITUCIONAL DEL CALLAO,1,277543565.85
PROVINCIA CONSTITUCIONAL DEL CALLAO,2,521215650.59000003
PROVINCIA CONSTITUCIONAL DEL CALLAO,3,732905019.02
PROVINCIA CONSTITUCIONAL DEL CALLAO,4,364676711.75
PROVINCIA CONSTITUCIONAL DEL CALLAO,5,842055120.4
PROVINCIA CONSTITUCIONAL DEL CALLAO,6,384690613.59000003
PROVINCIA CONSTITUCIONAL DEL CALLAO,7,488030585.98
PROVINCIA CONSTITUCIONAL DEL CALLAO,8,383996388.74
PROVINCIA CONSTITUCIONAL DEL CALLAO,9,437402174.28
PROVINCIA CONSTITUCIONAL DEL CALLAO,10,394957365.78999996
PROVINCIA CONSTITUCIONAL DEL CALLAO,11,610054794.73
PROVINCIA CONSTITUCIONAL DEL CALLAO,12,1031802319.74
PUNO,1,209353794.19
PUNO,2,208902815.09
PUNO,3,268032007.98000002
PUNO,4,375443461.97999996
PUNO,5,304750284.0
PUNO,6,534503571.9
PUNO,7,359045895.92999995
PUNO,8,340272017.23
PUNO,9,350811755.01
PUNO,10,349600182.37
PUNO,11,391074007.83000004
PUNO,12,822656039.67
SAN MARTIN,1,165178805.01999998
SAN MARTIN,2,190807125.69
SAN MARTIN,3,232134380.67000002
SAN MARTIN,4,223305941.56
SAN MARTIN,5,221143674.93
SAN MARTIN,6,244144492.03
SAN MARTIN,7,345498750.34
SAN MARTIN,8,258706881.29000002
SAN MARTIN,9,257565801.05
SAN MARTIN,10,257306400.81
SAN MARTIN,11,322017617.84
SAN MARTIN,12,457210330.77000004
TACNA,1,67048134.58
TACNA,2,92411050.29999998
TACNA,3,141028755.67000002
TACNA,4,147672041.12
TACNA,5,156679586.08
TACNA,6,210043111.69000003
TACNA,7,163399204.15999997
TACNA,8,161574651.95999998
TACNA,9,205626449.26
TACNA,10,168373034.93
TACNA,11,160701628.75
TACNA,12,301754485.34999996
TUMBES,1,69184090.8
TUMBES,2,71743856.31
TUMBES,3,103231077.17999999
TUMBES,4,75323645.73
TUMBES,5,87678101.42
TUMBES,6,132340273.87
TUMBES,7,93026373.63000001
TUMBES,8,107730842.61
TUMBES,9,106677724.51
TUMBES,10,85671734.78
TUMBES,11,105591066.69999999
TUMBES,12,187821041.23
UCAYALI,1,106236977.78999999
UCAYALI,2,128347989.24000001
UCAYALI,3,145935278.14
UCAYALI,4,137272738.01999998
UCAYALI,5,161591233.45999998
UCAYALI,6,180790815.28
UCAYALI,7,185090914.41
UCAYALI,8,179926894.08999997
UCAYALI,9,174181973.4
UCAYALI,10,199824690.83
UCAYALI,11,217718495.66
UCAYALI,12,430411498.73
