Departamento,Mes,Monto
ICA,6,119445108.83
ICA,7,141113950.07
ICA,8,117766027.05999999
ICA,9,105447497.27000001
ICA,10,128650601.98
ICA,11,123766977.14
ICA,12,273879133.84000003
JUNIN,1,87488605.81
JUNIN,2,110420248.22999999
JUNIN,3,141744799.16
JUNIN,4,146497506.24
JUNIN,5,144006163.88
JUNIN,6,166723912.95
JUNIN,7,188605341.29000002
JUNIN,8,172434691.74
JUNIN,9,138290158.26
JUNIN,10,168558330.32
JUNIN,11,184162832.74
JUNIN,12,319568692.35
LA LIBERTAD,1,126487588.64
LA LIBERTAD,2,221029705.51999998
LA LIBERTAD,3,208535777.07999998
LA LIBERTAD,4,222040249.48999998
LA LIBERTAD,5,201687314.29000002
LA LIBERTAD,6,369791874.06
LA LIBERTAD,7,264390766.14999998
LA LIBERTAD,8,241756073.06
LA LIBERTAD,9,241826262.81000003
LA LIBERTAD,10,286962049.21000004
LA LIBERTAD,11,272015773.51000005
LA LIBERTAD,12,467037450.75
LAMBAYEQUE,1,86775124.59
LAMBAYEQUE,2,93635626.63
LAMBAYEQUE,3,115139265.85999998
LAMBAYEQUE,4,125752658.53999999
LAMBAYEQUE,5,132978766.42
LAMBAYEQUE,6,106937552.58
LAMBAYEQUE,7,248031975.10999998
LAMBAYEQUE,8,127316397.23
LAMBAYEQUE,9,128579284.66
LAMBAYEQUE,10,152606874.31
LAMBAYEQUE,11,132632327.17
LAMBAYEQUE,12,351668527.93
LIMA,1,3580640771.91
LIMA,2,4883690717.7
LIMA,3,4351051553.0
LIMA,4,5381773622.58
LIMA,5,5141283852.63
LIMA,6,4826125289.68
LIMA,7,5641860805.45
LIMA,8,5753979350.0
LIMA,9,5875011100.67
LIMA,10,5830793239.66
LIMA,11,5976469090.87
LIMA,12,11242313712.550001
LORETO,1,127524742.69
LORETO,2,134588977.25
LORETO,3,176109149.75
LORETO,4,145282048.22
LORETO,5,148469124.18
LORETO,6,152925147.36
LORETO,7,183330773.32
LORETO,8,146527408.49
LORETO,9,175290865.08
LORETO,10,170616175.55
LORETO,11,189066183.97
LORETO,12,264204455.45
MADRE DE DIOS,1,13628473.950000001
MADRE DE DIOS,2,20814511.5
MADRE DE DIOS,3,25140499.619999997
MADRE DE DIOS,4,22360841.040000003
MADRE DE DIOS,5,34568279.05
MADRE DE DIOS,6,32686300.64
MADRE DE DIOS,7,33342918.41
MADRE DE DIOS,8,25235179.970000003
MADRE DE DIOS,9,24328714.229999997
MADRE DE DIOS,10,33063142.860000003
MADRE DE DIOS,11,31831671.38
MADRE DE DIOS,12,76754081.38
MOQUEGUA,1,29865330.21
MOQUEGUA,2,55838858.65
MOQUEGUA,3,56008495.5
MOQUEGUA,4,70823511.89999999
MOQUEGUA,5,67375118.01
MOQUEGUA,6,67704170.24
MOQUEGUA,7,102029262.94000001
MOQUEGUA,8,60620061.7
MOQUEGUA,9,72138279.85000001
MOQUEGUA,10,75142457.67999999
MOQUEGUA,11,81398878.17000002
MOQUEGUA,12,234492812.37000003
PASCO,1,40940332.98
PASCO,2,48069764.88
PASCO,3,69558443.58999999
PASCO,4,73341304.7
PASCO,5,69249532.66
PASCO,6,61072940.93
PASCO,7,87974421.04999998
PASCO,8,73508501.22999999
PASCO,9,60124812.53999999
PASCO,10,75429688.61
PASCO,11,111106805.81
PASCO,12,159549757.81
PIURA,1,143076765.87
PIURA,2,206130115.9
PIURA,3,226344184.39
PIURA,4,232015988.92
PIURA,5,222739572.98000002
PIURA,6,265948380.48
PIURA,7,298746088.74
PIURA,8,221948622.19
PIURA,9,218175748.41
PIURA,10,266057514.65
PIURA,11,238579395.39
PIURA,12,508748955.67999995
PROVINCIA CONSTITUCIONAL DEL CALLAO,1,170875941.32
PROVINCIA CONSTITUCIONAL DEL CALLAO,2,186259466.2
PROVINCIA CONSTITUCIONAL DEL CALLAO,3,279536187.40999997
PROVINCIA CONSTITUCIONAL DEL CALLAO,4,274011867.36
PROVINCIA CONSTITUCIONAL DEL CALLAO,5,267052637.1
PROVINCIA CONSTITUCIONAL DEL CALLAO,6,296125961.53999996
PROVINCIA CONSTITUCIONAL DEL CALLAO,7,305489541.81999993
PROVINCIA CONSTITUCIONAL DEL CALLAO,8,281938382.13
PROVINCIA CONSTITUCIONAL DEL CALLAO,9,272169168.94
PROVINCIA CONSTITUCIONAL DEL CALLAO,10,296155905.91999996
PROVINCIA CONSTITUCIONAL DEL CALLAO,11,281203121.47
PROVINCIA CONSTITUCIONAL DEL CALLAO,12,827689960.11
PUNO,1,96258474.74999999
PUNO,2,141828731.54
PUNO,3,162586540.4
PUNO,4,157218495.58
PUNO,5,161220933.39999998
PUNO,6,191017880.35
PUNO,7,264568799.53
PUNO,8,188166072.01000002
PUNO,9,190283965.92999998
PUNO,10,210478758.8
PUNO,11,192143938.50000003
PUNO,12,558907285.62
SAN MARTIN,1,64669090.410000004
SAN MARTIN,2,93085136.66999999
SAN MARTIN,3,119384859.74
SAN MARTIN,4,125364683.63
SAN MARTIN,5,115778165.85999998
SAN MARTIN,6,147440174.32
SAN MARTIN,7,142665895.23
SAN MARTIN,8,98038719.78
SAN MARTIN,9,126146559.55000001
SAN MARTIN,10,150136785.71
SAN MARTIN,11,152897519.04000002
SAN MARTIN,12,215772637.07
TACNA,1,42868835.97
TACNA,2,73808399.66000001
TACNA,3,82169211.57
TACNA,4,100217171.13
TACNA,5,92119006.78
TACNA,6,87701812.38
TACNA,7,101843983.07000001
TACNA,8,100541278.94
TACNA,9,97015964.57
TACNA,10,104336311.68
TACNA,11,93473567.13
TACNA,12,189004495.15999997
TUMBES,1,45023292.89
TUMBES,2,60736303.980000004
TUMBES,3,69161941.92
TUMBES,4,48732331.28
TUMBES,5,59020756.23
TUMBES,6,64530694.38
TUMBES,7,71071974.58
TUMBES,8,54151934.0
TUMBES,9,47672432.95
TUMBES,10,77110139.52000001
TUMBES,11,76550956.91000001
TUMBES,12,26050213.520000003
UCAYALI,1,43089604.559999995
UCAYALI,2,59566160.910000004
UCAYALI,3,81078865.91
UCAYALI,4,83275807.52
UCAYALI,5,104563164.16999999
UCAYALI,6,73489486.61
UCAYALI,7,112649711.17
UCAYALI,8,73172385.74
UCAYALI,9,79047072.36999999
UCAYALI,10,85205879.02999999
UCAYALI,11,103001513.32
UCAYALI,12,170723686.57
