Departamento,Mes,Monto
LAMBAYEQUE,4,157288706.78
LAMBAYEQUE,5,157009536.18
LAMBAYEQUE,6,157903403.54
LAMBAYEQUE,7,191112250.57
LAMBAYEQUE,8,173631601.21
LAMBAYEQUE,9,210076414.87
LAMBAYEQUE,10,215340945.64
LAMBAYEQUE,11,230521256.7
LAMBAYEQUE,12,461531457.57
LIMA,1,5461735396.74
LIMA,2,10869561926.74
LIMA,3,7986660332.12
LIMA,4,8261724250.5
LIMA,5,7415631044.75
LIMA,6,5873349024.26
LIMA,7,8950396038.33
LIMA,8,12946900732.74
LIMA,9,8291993886.559999
LIMA,10,13034536783.66
LIMA,11,10432852775.650002
LIMA,12,18246477101.66
LORETO,1,185942238.7
LORETO,2,205765720.64
LORETO,3,215902575.26
LORETO,4,186868901.66000003
LORETO,5,181151580.3
LORETO,6,191142557.36
LORETO,7,238360444.64000002
LORETO,8,238586269.32
LORETO,9,274368979.66
LORETO,10,279317249.31
LORETO,11,326615846.78000003
LORETO,12,572692802.38
MADRE DE DIOS,1,28152557.64
MADRE DE DIOS,2,35382466.68
MADRE DE DIOS,3,38755217.32000001
MADRE DE DIOS,4,34014549.74
MADRE DE DIOS,5,27865586.15
MADRE DE DIOS,6,29068951.65
MADRE DE DIOS,7,37719015.1
MADRE DE DIOS,8,39887583.93000001
MADRE DE DIOS,9,49344172.559999995
MADRE DE DIOS,10,61550260.69
MADRE DE DIOS,11,59456778.37
MADRE DE DIOS,12,119298139.45
MOQUEGUA,1,43171390.43000001
MOQUEGUA,2,73343693.17999999
MOQUEGUA,3,63237052.84
MOQUEGUA,4,42949680.12
MOQUEGUA,5,44663572.62
MOQUEGUA,6,50359988.980000004
MOQUEGUA,7,61953997.230000004
MOQUEGUA,8,70021668.17
MOQUEGUA,9,96942370.72999999
MOQUEGUA,10,108559219.82000001
MOQUEGUA,11,102494305.14
MOQUEGUA,12,231384423.95999998
PASCO,1,41344320.550000004
PASCO,2,53158625.29000001
PASCO,3,52354555.35
PASCO,4,49171573.56999999
PASCO,5,56633250.44
PASCO,6,54610836.57
PASCO,7,78752319.42
PASCO,8,81829216.52
PASCO,9,87484159.94999999
PASCO,10,107299414.14
PASCO,11,117192694.65
PASCO,12,267862819.26999998
PIURA,1,229345019.49
PIURA,2,318948372.65000004
PIURA,3,382368346.80999994
PIURA,4,251479702.24
PIURA,5,253491882.98
PIURA,6,231901940.62
PIURA,7,360641009.93999994
PIURA,8,369689306.61
PIURA,9,413383022.85999995
PIURA,10,522819664.7
PIURA,11,529745385.61
PIURA,12,944525860.0400001
PROVINCIA CONSTITUCIONAL DEL CALLAO,1,241982291.31
PROVINCIA CONSTITUCIONAL DEL CALLAO,2,284225171.28
PROVINCIA CONSTITUCIONAL DEL CALLAO,3,310494102.9
PROVINCIA CONSTITUCIONAL DEL CALLAO,4,252622058.58
PROVINCIA CONSTITUCIONAL DEL CALLAO,5,267275971.32
PROVINCIA CONSTITUCIONAL DEL CALLAO,6,282862866.08
PROVINCIA CONSTITUCIONAL DEL CALLAO,7,331865515.72
PROVINCIA CONSTITUCIONAL DEL CALLAO,8,376134712.31
PROVINCIA CONSTITUCIONAL DEL CALLAO,9,357600374.38
PROVINCIA CONSTITUCIONAL DEL CALLAO,10,344647542.48
PROVINCIA CONSTITUCIONAL DEL CALLAO,11,342526849.21000004
PROVINCIA CONSTITUCIONAL DEL CALLAO,12,936152740.57
PUNO,1,166736180.39
PUNO,2,203476698.35000002
PUNO,3,196318359.35
PUNO,4,183333664.72
PUNO,5,183780296.37
PUNO,6,207203685.82999998
PUNO,7,230736935.3
PUNO,8,260842752.75
PUNO,9,277302567.78
PUNO,10,429460540.12
PUNO,11,341973248.42
PUNO,12,892314151.94
SAN MARTIN,1,117285529.58999999
SAN MARTIN,2,141341189.6
SAN MARTIN,3,154481788.27999997
SAN MARTIN,4,133125773.75999999
SAN MARTIN,5,133046591.88999999
SAN MARTIN,6,140262688.49
SAN MARTIN,7,186388581.9
SAN MARTIN,8,180249560.2
SAN MARTIN,9,221102512.07
SAN MARTIN,10,266508077.4
SAN MARTIN,11,303717947.40999997
SAN MARTIN,12,578511312.36
TACNA,1,65277772.62
TACNA,2,90643883.63999999
TACNA,3,87512806.22
TACNA,4,66613091.27
TACNA,5,66055240.36
TACNA,6,68457302.53
TACNA,7,85772127.66000001
TACNA,8,98995427.97999999
TACNA,9,113980579.72
TACNA,10,154841606.37
TACNA,11,135789266.38
TACNA,12,282812318.59000003
TUMBES,1,44072965.81
TUMBES,2,48075943.79
TUMBES,3,58893514.44
TUMBES,4,44455762.239999995
TUMBES,5,50277457.050000004
TUMBES,6,49022259.85
TUMBES,7,60716828.63
TUMBES,8,67268535.01
TUMBES,9,68899212.74000001
TUMBES,10,79021980.71000001
TUMBES,11,93383753.62
TUMBES,12,210823904.90999997
UCAYALI,1,103554407.80000001
UCAYALI,2,94042164.79
UCAYALI,3,97174096.08000001
UCAYALI,4,100710519.85999998
UCAYALI,5,84711796.00999999
UCAYALI,6,85421784.66000001
UCAYALI,7,124415100.54
UCAYALI,8,133172237.12
UCAYALI,9,135786385.45
UCAYALI,10,173741758.11
UCAYALI,11,206610196.33
UCAYALI,12,225065719.51
