Departamento,Mes,Monto
LA LIBERTAD,11,322565805.26
LA LIBERTAD,12,591279941.85
LAMBAYEQUE,1,119192624.60000001
LAMBAYEQUE,2,139735031.39
LAMBAYEQUE,3,184374006.20999998
LAMBAYEQUE,4,172862057.46
LAMBAYEQUE,5,188839753.85999998
LAMBAYEQUE,6,186462866.23000002
LAMBAYEQUE,7,222810675.12
LAMBAYEQUE,8,170067840.41
LAMBAYEQUE,9,174952150.35
LAMBAYEQUE,10,178642285.37
LAMBAYEQUE,11,189513577.16
LAMBAYEQUE,12,321717744.66
LIMA,1,5255577454.8
LIMA,2,10835967702.560001
LIMA,3,7384748300.639999
LIMA,4,6638420810.41
LIMA,5,7387129488.969999
LIMA,6,7223574803.37
LIMA,7,8494249432.93
LIMA,8,8437042474.36
LIMA,9,7558895846.530001
LIMA,10,8239019507.73
LIMA,11,8245517863.42
LIMA,12,15386526678.73
LORETO,1,156377028.46
LORETO,2,173211344.05
LORETO,3,209622017.71
LORETO,4,183436498.42000002
LORETO,5,217793801.96
LORETO,6,237263308.71999997
LORETO,7,222547415.83
LORETO,8,222489647.57000002
LORETO,9,210353906.67000002
LORETO,10,257769113.29999998
LORETO,11,224849412.25
LORETO,12,264656877.32
MADRE DE DIOS,1,26899570.3
MADRE DE DIOS,2,26903260.270000003
MADRE DE DIOS,3,32560147.86
MADRE DE DIOS,4,34869397.78
MADRE DE DIOS,5,36281145.559999995
MADRE DE DIOS,6,37610464.370000005
MADRE DE DIOS,7,45611831.81
MADRE DE DIOS,8,37606691.01
MADRE DE DIOS,9,34942423.91
MADRE DE DIOS,10,53622422.87
MADRE DE DIOS,11,44423966.28
MADRE DE DIOS,12,81343564.35000001
MOQUEGUA,1,31544493.290000003
MOQUEGUA,2,48418078.70999999
MOQUEGUA,3,56493918.29
MOQUEGUA,4,59908166.61
MOQUEGUA,5,63060177.330000006
MOQUEGUA,6,69245633.55
MOQUEGUA,7,93225755.10999998
MOQUEGUA,8,78071379.03
MOQUEGUA,9,64442119.5
MOQUEGUA,10,82388240.05000001
MOQUEGUA,11,71373160.06
MOQUEGUA,12,144813139.77999997
PASCO,1,37184898.879999995
PASCO,2,74370042.72999999
PASCO,3,55555413.01
PASCO,4,88753874.63
PASCO,5,73116907.52
PASCO,6,71889892.71
PASCO,7,88935904.98
PASCO,8,91931535.95
PASCO,9,74974549.53999999
PASCO,10,67180433.78
PASCO,11,80846330.95
PASCO,12,161203861.36
PIURA,1,185985157.16
PIURA,2,254853184.74
PIURA,3,315115779.34000003
PIURA,4,289173824.93
PIURA,5,314174903.04999995
PIURA,6,325713294.59
PIURA,7,354510064.88
PIURA,8,337468630.4
PIURA,9,317351551.47
PIURA,10,362480409.81
PIURA,11,364985164.09
PIURA,12,669954578.45
PROVINCIA CONSTITUCIONAL DEL CALLAO,1,233080988.63
PROVINCIA CONSTITUCIONAL DEL CALLAO,2,278491490.82
PROVINCIA CONSTITUCIONAL DEL CALLAO,3,294685492.61
PROVINCIA CONSTITUCIONAL DEL CALLAO,4,361817992.75
PROVINCIA CONSTITUCIONAL DEL CALLAO,5,325800015.65999997
PROVINCIA CONSTITUCIONAL DEL CALLAO,6,350950782.81
PROVINCIA CONSTITUCIONAL DEL CALLAO,7,384270977.33
PROVINCIA CONSTITUCIONAL DEL CALLAO,8,313969433.33000004
PROVINCIA CONSTITUCIONAL DEL CALLAO,9,300104400.19
PROVINCIA CONSTITUCIONAL DEL CALLAO,10,343764503.39
PROVINCIA CONSTITUCIONAL DEL CALLAO,11,311640596.52
PROVINCIA CONSTITUCIONAL DEL CALLAO,12,628088992.49
PUNO,1,143379103.76
PUNO,2,198166910.27
PUNO,3,211345991.97
PUNO,4,207553778.18
PUNO,5,259098766.34999996
PUNO,6,247791531.33
PUNO,7,284918280.31
PUNO,8,247146036.51000002
PUNO,9,260508621.88
PUNO,10,264889539.04000002
PUNO,11,291038720.62
PUNO,12,502386078.46999997
SAN MARTIN,1,108983583.72
SAN MARTIN,2,125447419.49999999
SAN MARTIN,3,160032603.21
SAN MARTIN,4,159821714.45
SAN MARTIN,5,162791973.5
SAN MARTIN,6,193623492.67
SAN MARTIN,7,199651104.93
SAN MARTIN,8,167947932.52
SAN MARTIN,9,176037362.61
SAN MARTIN,10,221413270.51
SAN MARTIN,11,210222014.9
SAN MARTIN,12,329800687.9
TACNA,1,54193585.74
TACNA,2,78040720.24999999
TACNA,3,68393415.92999999
TACNA,4,115973524.09
TACNA,5,69285572.42
TACNA,6,85762085.45
TACNA,7,99767404.0
TACNA,8,123410202.05999999
TACNA,9,73234005.46000001
TACNA,10,94656832.6
TACNA,11,95881672.7
TACNA,12,128198046.77000001
TUMBES,1,38322031.81
TUMBES,2,43645313.269999996
TUMBES,3,52936555.18
TUMBES,4,57347630.21
TUMBES,5,57932666.53
TUMBES,6,62111727.31
TUMBES,7,60791326.18
TUMBES,8,52641497.74
TUMBES,9,59905960.54
TUMBES,10,61971213.09
TUMBES,11,70072051.53999999
TUMBES,12,108003820.8
UCAYALI,1,66788074.1
UCAYALI,2,76129503.52000001
UCAYALI,3,99937856.7
UCAYALI,4,109241222.65
UCAYALI,5,116572570.56
UCAYALI,6,119296467.03
UCAYALI,7,138280556.06
UCAYALI,8,127965116.05
UCAYALI,9,120542640.28
UCAYALI,10,109076726.38000001
UCAYALI,11,158494665.15
UCAYALI,12,157402508.13
