Departamento,Mes,Monto
LAMBAYEQUE,4,233364225.68
LAMBAYEQUE,5,152549125.9
LAMBAYEQUE,6,153727188.93
LAMBAYEQUE,7,168710570.57999998
LAMBAYEQUE,8,147433861.66
LAMBAYEQUE,9,155921875.46
LAMBAYEQUE,10,169626033.53
LAMBAYEQUE,11,152865073.07
LAMBAYEQUE,12,269780677.66
LIMA,1,5081678811.6
LIMA,2,7776045923.39
LIMA,3,6507800439.4800005
LIMA,4,6054210844.96
LIMA,5,6977948188.940001
LIMA,6,6339910762.820001
LIMA,7,7289604507.440001
LIMA,8,7638703955.139999
LIMA,9,6563693453.89
LIMA,10,6915196554.49
LIMA,11,7018202997.5199995
LIMA,12,12745139133.23
LORETO,1,114684220.38000001
LORETO,2,121837916.44
LORETO,3,175226096.32
LORETO,4,147961579.63000003
LORETO,5,167618357.87
LORETO,6,178380087.45999998
LORETO,7,193234661.97
LORETO,8,153304888.03000003
LORETO,9,192784158.31
LORETO,10,172308273.47
LORETO,11,202742483.29999998
LORETO,12,321652560.96
MADRE DE DIOS,1,15841731.2
MADRE DE DIOS,2,23661783.18
MADRE DE DIOS,3,30235727.349999998
MADRE DE DIOS,4,27955180.869999997
MADRE DE DIOS,5,37746363.26
MADRE DE DIOS,6,34179107.91
MADRE DE DIOS,7,30856273.23
MADRE DE DIOS,8,37216576.4
MADRE DE DIOS,9,40227376.7
MADRE DE DIOS,10,33776804.41
MADRE DE DIOS,11,34797709.239999995
MADRE DE DIOS,12,69751294.49
MOQUEGUA,1,25932781.86
MOQUEGUA,2,57781975.309999995
MOQUEGUA,3,65446306.6
MOQUEGUA,4,62754855.87
MOQUEGUA,5,49966876.06
MOQUEGUA,6,73780673.52
MOQUEGUA,7,107740106.73000002
MOQUEGUA,8,74828575.68
MOQUEGUA,9,72322637.86000001
MOQUEGUA,10,73538224.41999999
MOQUEGUA,11,76085712.55
MOQUEGUA,12,147316901.03
PASCO,1,29133015.13
PASCO,2,44055725.6
PASCO,3,53059497.7
PASCO,4,51373524.379999995
PASCO,5,72055165.97
PASCO,6,68743281.41
PASCO,7,68136735.67
PASCO,8,108675201.64999999
PASCO,9,106666551.67
PASCO,10,101536844.86
PASCO,11,90705022.37
PASCO,12,151528079.8
PIURA,1,154488955.04000002
PIURA,2,201401035.23000002
PIURA,3,275100916.90999997
PIURA,4,223039219.14000002
PIURA,5,263969040.4
PIURA,6,228901095.39
PIURA,7,311938668.79
PIURA,8,247430954.54999998
PIURA,9,249591654.99
PIURA,10,217477117.84
PIURA,11,253873845.93999997
PIURA,12,487847982.83
PROVINCIA CONSTITUCIONAL DEL CALLAO,1,202709786.42000002
PROVINCIA CONSTITUCIONAL DEL CALLAO,2,345314650.19
PROVINCIA CONSTITUCIONAL DEL CALLAO,3,348248520.66999996
PROVINCIA CONSTITUCIONAL DEL CALLAO,4,357214928.09000003
PROVINCIA CONSTITUCIONAL DEL CALLAO,5,343175226.88
PROVINCIA CONSTITUCIONAL DEL CALLAO,6,405204965.39
PROVINCIA CONSTITUCIONAL DEL CALLAO,7,328161504.4
PROVINCIA CONSTITUCIONAL DEL CALLAO,8,400290612.65999997
PROVINCIA CONSTITUCIONAL DEL CALLAO,9,325657650.90999997
PROVINCIA CONSTITUCIONAL DEL CALLAO,10,280996591.78
PROVINCIA CONSTITUCIONAL DEL CALLAO,11,316960878.01
PROVINCIA CONSTITUCIONAL DEL CALLAO,12,558900954.42
PUNO,1,115816135.60000001
PUNO,2,157731046.91
PUNO,3,193761984.91
PUNO,4,195613613.35
PUNO,5,210823544.94
PUNO,6,208105450.87
PUNO,7,244542317.85000002
PUNO,8,204919520.9
PUNO,9,225219201.96
PUNO,10,215797325.32
PUNO,11,241278371.25
PUNO,12,508566402.16999996
SAN MARTIN,1,80839806.8
SAN MARTIN,2,103833692.48
SAN MARTIN,3,147093786.11
SAN MARTIN,4,150780248.5
SAN MARTIN,5,147389144.77
SAN MARTIN,6,151885169.55
SAN MARTIN,7,184019246.15
SAN MARTIN,8,168780618.01000002
SAN MARTIN,9,176074280.72000003
SAN MARTIN,10,156020978.38000003
SAN MARTIN,11,169123327.27
SAN MARTIN,12,389921240.62
TACNA,1,44154211.67
TACNA,2,56935522.95
TACNA,3,90105411.23
TACNA,4,69659444.74000001
TACNA,5,96831579.19
TACNA,6,65470328.769999996
TACNA,7,84482066.01
TACNA,8,83340727.8
TACNA,9,84377921.30000001
TACNA,10,76435399.08999999
TACNA,11,75665111.25
TACNA,12,127167259.04
TUMBES,1,34126386.49
TUMBES,2,48827706.410000004
TUMBES,3,82826580.93
TUMBES,4,25734800.83
TUMBES,5,55852962.19
TUMBES,6,44666891.87
TUMBES,7,55553079.980000004
TUMBES,8,53826034.57
TUMBES,9,45069104.86000001
TUMBES,10,51228056.07
TUMBES,11,54068302.31
TUMBES,12,101754342.71000001
UCAYALI,1,54193220.55
UCAYALI,2,71596739.66
UCAYALI,3,69778684.73
UCAYALI,4,74782134.85
UCAYALI,5,111593634.28000002
UCAYALI,6,96545725.62
UCAYALI,7,143110708.07000002
UCAYALI,8,83932353.95
UCAYALI,9,87754879.16
UCAYALI,10,91558959.22
UCAYALI,11,97277050.91
UCAYALI,12,212465486.70999998
