Departamento,Mes,Monto
CAJAMARCA,4,340136858.36
CAJAMARCA,5,367790834.56
CAJAMARCA,6,386662168.68
CAJAMARCA,7,445107319.78000003
CAJAMARCA,8,405313120.38
CAJAMARCA,9,409342540.68999994
CAJAMARCA,10,393508753.04
CAJAMARCA,11,404135041.58
CAJAMARCA,12,865592978.2099999
CUSCO,1,191995563.64
CUSCO,2,327530439.83
CUSCO,3,497021959.73
CUSCO,4,412672638.79999995
CUSCO,5,428805549.29
CUSCO,6,442011534.38
CUSCO,7,480559785.37
CUSCO,8,485612895.26000005
CUSCO,9,546548511.95
CUSCO,10,462696181.74
CUSCO,11,508850938.28
CUSCO,12,1347387270.9199998
HUANCAVELICA,1,78939764.75
HUANCAVELICA,2,100398018.88999999
HUANCAVELICA,3,182126792.4
HUANCAVELICA,4,142016459.76000002
HUANCAVELICA,5,140311881.35
HUANCAVELICA,6,197878182.09000003
HUANCAVELICA,7,180040385.69
HUANCAVELICA,8,172211483.65
HUANCAVELICA,9,157163357.95000002
HUANCAVELICA,10,175485017.45999998
HUANCAVELICA,11,174708060.42000002
HUANCAVELICA,12,403073828.0799999
HUANUCO,1,112356845.07
HUANUCO,2,144356912.74
HUANUCO,3,227131771.22000003
HUANUCO,4,194400465.11
HUANUCO,5,195085926.63
HUANUCO,6,210399400.93
HUANUCO,7,212826869.82
HUANUCO,8,221040783.04999998
HUANUCO,9,208031739.72000003
HUANUCO,10,200965948.50000003
HUANUCO,11,214356994.03
HUANUCO,12,445807124.45
ICA,1,119182576.62
ICA,2,130768336.1
ICA,3,198525008.70000002
ICA,4,163078207.56
ICA,5,177873123.05
ICA,6,184168098.96999997
ICA,7,184392958.04
ICA,8,168250527.82999998
ICA,9,203152873.51
ICA,10,170460863.92
ICA,11,196382365.81
ICA,12,421225679.45
JUNIN,1,176703885.80999997
JUNIN,2,195950268.64000002
JUNIN,3,322846284.90000004
JUNIN,4,253106180.18
JUNIN,5,274435243.24
JUNIN,6,284328788.74
JUNIN,7,307821038.53000003
JUNIN,8,309677938.93
JUNIN,9,306452808.34000003
JUNIN,10,288107179.51
JUNIN,11,304489742.44
JUNIN,12,753886131.43
LA LIBERTAD,1,208486057.85000002
LA LIBERTAD,2,275262573.79999995
LA LIBERTAD,3,429940388.65000004
LA LIBERTAD,4,357022843.25
LA LIBERTAD,5,398098108.48999995
LA LIBERTAD,6,389364180.29
LA LIBERTAD,7,411762797.18
LA LIBERTAD,8,387851386.95
LA LIBERTAD,9,383292724.16
LA LIBERTAD,10,368092403.94
LA LIBERTAD,11,388777224.90000004
LA LIBERTAD,12,844657887.8599999
LAMBAYEQUE,1,140534824.94
LAMBAYEQUE,2,157958480.5
LAMBAYEQUE,3,232083162.16
LAMBAYEQUE,4,203300900.59999996
LAMBAYEQUE,5,219045820.73000002
LAMBAYEQUE,6,223590728.12
LAMBAYEQUE,7,244970919.82
LAMBAYEQUE,8,225106855.63
LAMBAYEQUE,9,222737641.13
LAMBAYEQUE,10,219929340.66
LAMBAYEQUE,11,236039511.49
LAMBAYEQUE,12,505718881.8
LIMA,1,7190249598.15
LIMA,2,13335148254.15
LIMA,3,9784791604.14
LIMA,4,8441151584.25
LIMA,5,8354913890.17
LIMA,6,8370278815.85
LIMA,7,9067680211.16
LIMA,8,11290482755.29
LIMA,9,11416077449.070002
LIMA,10,9856857771.539999
LIMA,11,9965704966.94
LIMA,12,18739720587.690002
LORETO,1,192628806.45000002
LORETO,2,229124344.04
LORETO,3,311262654.31
LORETO,4,290568900.18
LORETO,5,288990944.45000005
LORETO,6,268923633.7
LORETO,7,305272915.26
LORETO,8,283273473.25
LORETO,9,283662735.22999996
LORETO,10,273977934.3
LORETO,11,295258417.16999996
LORETO,12,429380715.44
MADRE DE DIOS,1,25553670.78
MADRE DE DIOS,2,34537001.45
MADRE DE DIOS,3,51080361.91
MADRE DE DIOS,4,41058171.99
MADRE DE DIOS,5,47731101.6
MADRE DE DIOS,6,48796099.64
MADRE DE DIOS,7,57435536.230000004
MADRE DE DIOS,8,52491346.68
MADRE DE DIOS,9,51966968.91
MADRE DE DIOS,10,45077010.489999995
MADRE DE DIOS,11,51256165.31
MADRE DE DIOS,12,120497268.62
MOQUEGUA,1,47507477.92
MOQUEGUA,2,71020847.19
MOQUEGUA,3,98539666.35000001
MOQUEGUA,4,92871601.67
MOQUEGUA,5,88325154.11000001
MOQUEGUA,6,91408379.22
MOQUEGUA,7,97418013.17
MOQUEGUA,8,112465287.6
MOQUEGUA,9,91097581.36
MOQUEGUA,10,88901465.55000001
MOQUEGUA,11,93248053.68
MOQUEGUA,12,220512824.99
PASCO,1,43627757.70999999
PASCO,2,50375846.9
PASCO,3,82842812.51
PASCO,4,68503290.38000001
PASCO,5,82516124.23
PASCO,6,97314729.37
PASCO,7,92169047.78
PASCO,8,87875198.25999999
PASCO,9,93080925.6
PASCO,10,86597233.52
PASCO,11,98888857.11
PASCO,12,204430721.6
PIURA,1,219906901.42999998
PIURA,2,313005243.98
PIURA,3,455678579.52
PIURA,4,392023817.17
PIURA,5,391207612.90999997
PIURA,6,406950163.44000006
PIURA,7,462177254.19
PIURA,8,470649951.1100001
PIURA,9,447926744.04
PIURA,10,435651949.56
PIURA,11,439165519.99
PIURA,12,891050525.23
PROVINCIA CONSTITUCIONAL DEL CALLAO,1,230691339.91000003
PROVINCIA CONSTITUCIONAL DEL CALLAO,2,257622325.51999998
PROVINCIA CONSTITUCIONAL DEL CALLAO,3,333353616.34000003
PROVINCIA CONSTITUCIONAL DEL CALLAO,4,311182173.91
PROVINCIA CONSTITUCIONAL DEL CALLAO,5,340318108.65
PROVINCIA CONSTITUCIONAL DEL CALLAO,6,367320848.84000003
PROVINCIA CONSTITUCIONAL DEL CALLAO,7,350378838.89
PROVINCIA CONSTITUCIONAL DEL CALLAO,8,343792683.58
PROVINCIA CONSTITUCIONAL DEL CALLAO,9,318467096.48
PROVINCIA CONSTITUCIONAL DEL CALLAO,10,317691068.56
PROVINCIA CONSTITUCIONAL DEL CALLAO,11,365809998.54999995
PROVINCIA CONSTITUCIONAL DEL CALLAO,12,705924331.3
PUNO,1,171992088.2
PUNO,2,208505723.08
PUNO,3,297226014.08
PUNO,4,243786677.87
PUNO,5,270914949.65999997
PUNO,6,294166214.65000004
PUNO,7,308713365.87
PUNO,8,306620272.27
PUNO,9,317008832.61
PUNO,10,291271081.28000003
PUNO,11,294721684.01
PUNO,12,824657595.8299999
SAN MARTIN,1,133150324.49999999
SAN MARTIN,2,175895840.22
SAN MARTIN,3,234427499.23
SAN MARTIN,4,199669804.78
SAN MARTIN,5,209716604.95999998
SAN MARTIN,6,243446965.81
SAN MARTIN,7,234032696.28
SAN MARTIN,8,217985607.89
SAN MARTIN,9,223847320.4
SAN MARTIN,10,220874579.17
SAN MARTIN,11,225567693.54
SAN MARTIN,12,464372335.84000003
TACNA,1,62072162.02
TACNA,2,90301361.84
TACNA,3,125600897.27999999
TACNA,4,122154175.12
TACNA,5,106821394.25
TACNA,6,119844975.07
TACNA,7,131891408.77000001
TACNA,8,152926939.26
TACNA,9,139314233.25
TACNA,10,116483346.63
TACNA,11,145567595.9
TACNA,12,323682852.6
TUMBES,1,43887303.96
TUMBES,2,55034299.78
TUMBES,3,84182840.64999999
TUMBES,4,74936700.76
TUMBES,5,74323458.91
TUMBES,6,67033226.05
TUMBES,7,72490836.69999999
TUMBES,8,67659067.89
TUMBES,9,68988383.31
TUMBES,10,74676322.3
TUMBES,11,66745261.7
TUMBES,12,139185010.19
UCAYALI,1,96344220.18
UCAYALI,2,104516874.58
UCAYALI,3,140550503.46
UCAYALI,4,119308568.32999998
UCAYALI,5,132617045.57
UCAYALI,6,130094078.13
UCAYALI,7,151035071.64000002
UCAYALI,8,134808188.98000002
UCAYALI,9,147713294.03
UCAYALI,10,135773575.63
UCAYALI,11,156911859.63
UCAYALI,12,260376129.24
